File,Bearing_1_RMS,Bearing_1_Peak,Bearing_1_STD,Bearing_1_Kurtosis,Bearing_1_Crest,Bearing_2_RMS,Bearing_2_Peak,Bearing_2_STD,Bearing_2_Kurtosis,Bearing_2_Crest,Bearing_3_RMS,Bearing_3_Peak,Bearing_3_STD,Bearing_3_Kurtosis,Bearing_3_Crest,Bearing_4_RMS,Bearing_4_Peak,Bearing_4_STD,Bearing_4_Kurtosis,Bearing_4_Crest
2004.02.14.05.22.39,0.07718117604407745,0.405,0.07716882335360889,0.3573263428988387,5.2473934806164175,0.09515301692988706,0.571,0.09514166485384115,0.23376761000447743,6.000860702301619,0.10025240022064309,0.652,0.10023728495245635,1.2835556566058957,6.503584937268624,0.056268787661044824,0.278,0.05618804154276043,0.11355166673106787,4.940572057010229
2004.02.14.05.32.39,0.0754853262075236,0.425,0.07546582072819828,0.38032259689892367,5.6302333361002335,0.09341241720189025,0.459,0.09340774493233638,0.19530360660982593,4.91369363676751,0.09896306055046815,0.603,0.09895474404878048,1.2606202649509592,6.093182614259271,0.05486536255063389,0.256,0.05478072230057038,0.065018558000288,4.665967526665734
2004.02.14.05.42.39,0.07848934759282226,0.376,0.07846245565893269,0.4162216058917836,4.790458979867793,0.09571192714623855,0.535,0.09569968139500576,0.2673802913817096,5.589689978580954,0.10216058251175267,0.74,0.10215146183091102,1.6007736968319382,7.243498243707347,0.05507576768005031,0.273,0.05499751336612705,0.12624386346516792,4.956807893916779
2004.02.14.05.52.39,0.07744872989093332,0.425,0.0774316065865745,0.4381933427723923,5.48750122304786,0.09472545830542006,0.491,0.09470947801032548,0.14310169473268353,5.183400627283168,0.1002993665954732,0.833,0.10029408250116277,1.3937204194478428,8.305137193534337,0.05577091816081209,0.234,0.05569756483571065,0.03780811035202447,4.195735119964765
2004.02.14.06.02.39,0.0774396340631083,0.439,0.07741707682889021,0.4181568338101229,5.668931746787999,0.094943577765873,0.498,0.09494022331042433,0.19853911281890868,5.245220495356175,0.09945260064669312,0.786,0.099439910206709,1.4868721479061593,7.903262407307749,0.05523485236710265,0.242,0.05515465762025162,0.07767412815284214,4.381291695895486
2004.02.14.06.12.39,0.07724679940022192,0.422,0.0772256183080687,0.3107750326515637,5.463009513359691,0.09369090689686085,0.591,0.09367910097734258,0.22031270759896016,6.307976084067573,0.10090927551402608,0.725,0.1008956302191751,1.6646595042645513,7.184671540915257,0.055754529664638015,0.254,0.05566510410132447,0.08613530192640484,4.555683664229671
2004.02.14.06.22.39,0.07564605885770338,0.371,0.07561313234410885,0.30545519863093284,4.904419418569873,0.0931486502581861,0.459,0.09313350204253423,0.18295746781975986,4.927607632829464,0.10088842339242583,0.688,0.10085529078550963,1.2017392825257591,6.819414724362233,0.05446001884266797,0.232,0.054392907178736925,0.08374943272837632,4.260005870916706
2004.02.14.06.32.39,0.07614973556462623,0.376,0.0761174251271028,0.4668559319086989,4.9376402585259,0.09453369263373113,0.464,0.0945315954410006,0.15871114426176147,4.908302924310369,0.10165138322195867,0.942,0.10164326015702047,2.187641940698472,9.266966864023052,0.054992718800708065,0.254,0.054875876994413604,0.21453790557180685,4.61879327917007
2004.02.14.06.42.39,0.07858716579030653,0.457,0.07854463601399009,0.3615217429430806,5.815198899263135,0.09375010078119583,0.444,0.09373201778986608,0.22150886559773264,4.73599490880821,0.10133247846276262,0.725,0.10131027868373657,1.4997542413083647,7.154665621510688,0.05565673471504257,0.244,0.05558060267695654,0.22274349340330613,4.384015721534111
2004.02.14.06.52.39,0.07790162973915003,0.356,0.07787101639637384,0.3905431033629876,4.569865883320404,0.09488555658084244,0.454,0.09486638478397474,0.18681848660424016,4.78471135502264,0.09889258594398015,0.779,0.09886685315700014,1.1872757661457385,7.877233592023587,0.05504605138824673,0.249,0.054975600594088674,0.12831795131809987,4.523485222287275
2004.02.14.07.02.39,0.0777059461206155,0.398,0.07767480236110622,0.417840869010627,5.121873162476173,0.0950774406815965,0.505,0.09506228146976248,0.21394515451126583,5.311459757222403,0.10142396633570207,0.957,0.10139960385089854,1.8653791980310643,9.435639667575574,0.056317706213970795,0.261,0.056230527938998416,0.08837562202596017,4.634421704044002
2004.02.14.07.12.39,0.07785898335492507,0.435,0.0778422168836462,0.2996620795127183,5.587023889292584,0.0942541967939956,0.442,0.09424533601164074,0.14857670118710997,4.689446359253865,0.10268822347394259,0.776,0.10268039549644478,1.4551374028805428,7.556854853925018,0.055389360440431155,0.249,0.0553112515582565,0.14331436788499863,4.495448187523102
2004.02.14.07.22.39,0.07571334102894697,0.403,0.07569174249187087,0.3175699833688572,5.32270792073386,0.0944440579291519,0.442,0.0944244596898125,0.16624892370694777,4.680019153047939,0.10087940375300847,0.779,0.10085497962694011,1.3005293559290898,7.72209163633928,0.055148800842584056,0.256,0.055064450332792156,0.07427519305137897,4.64198669941569
2004.02.14.07.32.39,0.07639177457459834,0.447,0.07636667246369686,0.48682290406817463,5.8514153191125855,0.09389222415013597,0.496,0.09388207314196831,0.14044041897804949,5.282652578416759,0.0998985300622274,0.703,0.09989025440197027,1.2766771331750526,7.037140582169697,0.056141064220380385,0.249,0.056061277031098866,0.13894127361351227,4.435256143748123
2004.02.14.07.42.39,0.0773621114568527,0.425,0.07734669556984886,0.40520456329289845,5.4936452999610275,0.09427845252934589,0.4,0.0942654576174209,0.11423971721707282,4.242751013286867,0.09997411212760594,0.735,0.0999532728475988,1.2880026189052298,7.3519032513322395,0.05443958987090645,0.261,0.05435018255489322,0.19939476019787694,4.794305038280301
2004.02.14.07.52.39,0.07842339670271,0.378,0.07839245707829627,0.493499202297464,4.819990154633762,0.09404292544456427,0.444,0.09403235745943687,0.1748047535191497,4.721248279985993,0.09901500142812956,0.625,0.09899206801528887,1.3636911667646405,6.312174831948659,0.056630709045810565,0.271,0.05653660940058718,0.17047122396398517,4.785389492135417
2004.02.14.08.02.39,0.07628107301034363,0.425,0.07626764924815688,0.42510223709032724,5.571500022585818,0.09452682298518171,0.43,0.09450535042313618,0.17106179745242978,4.54897336460158,0.10008389620361947,0.735,0.10006968613265901,1.4596348275020334,7.343838798048504,0.05522737137351483,0.298,0.05514776001768757,0.1579158544271544,5.395875135619992
2004.02.14.08.12.39,0.0782240275511823,0.364,0.0781940347735229,0.4252786985695489,4.653301695081263,0.09443866747292923,0.493,0.09442238663058315,0.3018494572188555,5.2203193161457735,0.10167105520646905,0.759,0.1016550657031674,1.3409778418580984,7.465251525703718,0.055595883794772746,0.247,0.05552085122412924,0.1469201258769779,4.442774952760504
2004.02.14.08.22.39,0.07825938535718496,0.439,0.07823877984354935,0.5410550470181565,5.609550828905093,0.09436198534019805,0.403,0.0943244320993649,0.1511798731806655,4.270787632827843,0.1003152871497535,0.693,0.10030208665953487,1.4506509607476987,6.908219272357462,0.05636106439802326,0.278,0.05627039517981927,0.1677805294209076,4.932483141850498
2004.02.14.08.32.39,0.07883279811470445,0.469,0.07881855954622162,0.4923650099388044,5.949300433527537,0.09436860853771104,0.457,0.09435595522605542,0.1486642516443859,4.842712074295091,0.1009927606084342,0.754,0.10096991428111411,1.8781414329656778,7.465881667730462,0.05577176959002758,0.276,0.05569191436480254,0.17903883047275526,4.948740232358539
2004.02.14.08.42.39,0.07697529154093864,0.439,0.07694264287393095,0.501785914417268,5.703128773036497,0.0940764026270669,0.488,0.0940685243455965,0.23140872838695214,5.18727317767991,0.09826073489183955,0.581,0.09823774704120039,1.2085322668245198,5.912839962366813,0.055240498688122835,0.278,0.05516646032918259,0.16674407412792558,5.032539651199281
2004.02.14.08.52.39,0.07868750124106433,0.464,0.07867075856627483,0.49549582131231773,5.896743354176485,0.09373565749664385,0.527,0.09372475010279521,0.19414318434028255,5.622193454170511,0.09890446088429226,0.73,0.09889476496005317,1.2203639660864152,7.380860210683749,0.05566109696047815,0.269,0.05556689753977337,0.130095696284239,4.832818875111318
2004.02.14.09.02.39,0.07629050409864258,0.408,0.07626238379295419,0.39152787018717783,5.34797881886403,0.09352465495250102,0.435,0.09351691786342775,0.2206913287525465,4.651179950580158,0.09682866684332822,0.718,0.09681524746069214,1.3654079217105988,7.415159408956298,0.05520380253617612,0.244,0.055129189784861844,0.07711502638180923,4.419985377639558
2004.02.14.09.12.39,0.07758280543534599,0.349,0.077565987402003,0.35162553099311156,4.498419437678634,0.09465328177089266,0.417,0.09464060105828359,0.21927181055118172,4.405552477402151,0.09910021709029578,0.698,0.09909622107647227,1.2389058521318965,7.043375085283748,0.05532108822803809,0.229,0.05525239573482197,0.11176154867758559,4.139470269565977
2004.02.14.09.22.39,0.07689642263755268,0.361,0.07687960697280909,0.2979657430445224,4.6946267149715775,0.0929199309847933,0.408,0.09291565981787912,0.09279303953083584,4.3908771312666035,0.10011307669330714,0.679,0.10009705309455358,1.197504930014369,6.78233076464219,0.055228295722731656,0.242,0.055176391163577934,0.06791981138454872,4.381811838173275
2004.02.14.09.32.39,0.07679911555734627,0.356,0.07677815238829078,0.39614492845074434,4.635470049575937,0.0918368880879131,0.505,0.0916706515128291,0.29446410936658385,5.498879704161757,0.09979430015662216,0.747,0.09976341491574288,1.399380498471535,7.485397450832571,0.05476367106000793,0.288,0.054699450819964864,0.20851737039021723,5.2589608115281505
2004.02.14.09.42.39,0.07762733365050935,0.442,0.07759947316683098,0.43956678433765495,5.6938706923769224,0.09342349550149978,0.552,0.09341324080830962,0.18197024657744043,5.908577890784856,0.10223412043373473,0.886,0.10222415532195657,2.0224668903315344,8.66638257600387,0.05500264819618915,0.278,0.05493385360116989,0.20474984148047737,5.054302094844612
2004.02.14.09.52.39,0.07806387515051776,0.349,0.0780440124199231,0.40586676946250355,4.4706978653965175,0.09442532753699481,0.43,0.09441182378655508,0.12988592921997677,4.553862943515136,0.09979271142676828,0.75,0.09975725988982635,1.6952003416839299,7.515578936347258,0.05589774075823637,0.242,0.05581223936210137,0.10644431550226763,4.329334186271955
2004.02.14.10.02.39,0.0761460433763633,0.366,0.07613279240530815,0.3883496712947254,4.806553088924002,0.09296796795889566,0.42,0.09295831402736703,0.10250343282432706,4.517685061006135,0.09868838316973406,0.942,0.09867934844161083,2.201355363684523,9.54519640249709,0.05512265531436462,0.229,0.05504631803223798,0.11525754553273426,4.154371713300321
2004.02.14.10.12.39,0.07774952930173035,0.403,0.07773737078082338,0.566700093050676,5.183311122515453,0.09508809546119588,0.454,0.09507722466404012,0.1477743705814767,4.774519857591122,0.1000467717768482,0.664,0.10004046287238791,1.1526137701806984,6.6368958059040155,0.054828519074531366,0.256,0.05474226596500581,0.15181511450427898,4.669102947172536
2004.02.14.10.22.39,0.07605541128636081,0.417,0.07603163093844753,0.41783615697612975,5.482844585902352,0.09306987750937129,0.464,0.09306225085611187,0.11248240029469248,4.985501350351293,0.09876208267654836,0.813,0.09875376446706095,1.3481230909263022,8.231904167742421,0.05486220086712139,0.244,0.054779459321264,0.0943331431592287,4.447506591851437
2004.02.14.10.32.39,0.07691889784508826,0.361,0.07687708767655015,0.3496762549842871,4.693254975221308,0.09523501025218811,0.435,0.09504956103517673,0.1752505353880367,4.567647956860544,0.10107202263616587,0.789,0.10106721037465062,1.373271569414582,7.806314541069429,0.055774889780959,0.273,0.05568501188580746,0.15155553997732962,4.894675741577163
2004.02.14.10.42.39,0.07625929630830264,0.422,0.07623180554825301,0.38217869789731385,5.533751561172684,0.09359401815487461,0.469,0.09358402337043853,0.14727665778671195,5.011004006943293,0.09769461621353234,0.532,0.0976886179800724,0.9571704511460357,5.445540610315731,0.05508051856501194,0.232,0.05498165352937491,0.09151170096502304,4.212015537329568
2004.02.14.10.52.39,0.07750343899879944,0.403,0.0774802407066741,0.5782366156865968,5.1997692645128,0.09587588666881391,0.457,0.09586845469427649,0.2120960933234386,4.766579125141494,0.09896924879492242,0.835,0.09896384735520006,1.5597001222615532,8.436964109227828,0.056071708326119116,0.283,0.05599956700189534,0.20851059618617063,5.047108576646914
2004.02.14.11.02.39,0.07689420523568812,0.413,0.07687802838011218,0.5470773142021708,5.371015913801506,0.09294755273052513,0.459,0.0929453146124008,0.2711996631345044,4.938268803383553,0.10172290530107084,0.684,0.10169224353728509,1.3401209103000227,6.724149275677438,0.055747639996993364,0.269,0.055680086251581565,0.1495542753188568,4.8253163723972525
2004.02.14.11.12.39,0.0776544869015146,0.381,0.07761809988513747,0.3311799985725137,4.906348817721296,0.09458284852115102,0.408,0.09457284918846952,0.16078837645628496,4.313678498578537,0.10334731623722747,0.862,0.10334212308924404,1.2471639279083515,8.340806819030806,0.05678975325020131,0.266,0.05671254175969594,0.1547796424003245,4.683943577427977
2004.02.14.11.22.39,0.07698864186724234,0.449,0.0769629733535894,0.4282343784664375,5.8320291033870495,0.09405298721623293,0.422,0.09403984385119499,0.183259401747895,4.4868325025105165,0.1041303487990683,0.71,0.10411901837324954,1.0859712144731084,6.818377237648825,0.056983779473170036,0.281,0.05691755158482245,0.15474361614043364,4.931227844097366
2004.02.14.11.32.39,0.07813684441464298,0.444,0.07811699363331008,0.5572219183026554,5.682338509139917,0.09446960076527264,0.466,0.09446203838991193,0.16907871466616298,4.932803740304397,0.10019990468277651,0.686,0.10018996619922389,1.214663600384232,6.846313897920479,0.056296221460958196,0.242,0.056247469218986705,0.1088585785062599,4.298689924826102
2004.02.14.11.42.39,0.07653528310881769,0.415,0.07651611202208793,0.44631979377065445,5.422335727300491,0.093339693793691,0.388,0.09332588551732517,0.16268506725353937,4.156859576351274,0.10055327582578738,0.84,0.10054356799179011,1.5550520915528772,8.353780551668292,0.05604184010002594,0.247,0.05594870781908337,0.10901893844504551,4.4074213044957755
2004.02.14.11.52.39,0.07844825685702805,0.393,0.07841127565900553,0.4749347955380534,5.009671543323678,0.09388717906390694,0.42,0.09388349873559382,0.24325282301514362,4.4734542478277595,0.10044699244385381,0.608,0.10043736244072511,1.0606396778502498,6.052943798589586,0.05609720654392026,0.261,0.05602757678321544,0.07966305744549773,4.6526380916250245
2004.02.14.12.02.39,0.07781413088150346,0.413,0.07777931005190025,0.5191691228606832,5.307519281156306,0.09551630030024653,0.417,0.09551037050719416,0.2210244544039024,4.365746984433019,0.10496968800749398,0.664,0.10495820535447746,1.1573913712458292,6.325635644002255,0.05546973458633208,0.254,0.055374268264737,0.1383655108011661,4.57907364969773
2004.02.14.12.12.39,0.07730263111527155,0.369,0.07728613567502476,0.3969041106344453,4.773446837142676,0.09438559232776207,0.398,0.09435966623073351,0.12587474658164943,4.216745269955089,0.10160284030578635,0.725,0.1015846610812984,1.0816698868995376,7.135627289729524,0.05668160198782538,0.273,0.05661957547678511,0.08338699571720065,4.816377632704128
2004.02.14.12.22.39,0.0781221315098393,0.396,0.07810925747846867,0.44814243720393154,5.068986116311033,0.09393499508054094,0.442,0.09392593678486161,0.13512017907195872,4.705381627167001,0.10138163053416346,0.977,0.10137112412715076,1.9802883879914939,9.636854278751924,0.05518733366339599,0.259,0.05508034297257278,0.11977384422646242,4.693105877876222
2004.02.14.12.32.39,0.07923294929450911,0.432,0.07920803258770275,0.35898690771115227,5.452277163055672,0.09505211718035926,0.488,0.09502331592133276,0.24890282368719152,5.134025569088913,0.10019590892853672,0.706,0.10015349149801712,1.1413766718216003,7.046195873162289,0.05605197565304345,0.249,0.05597283739916705,0.17553162580434334,4.442305504828001
2004.02.14.12.42.39,0.07538111630449963,0.454,0.07536018552169774,0.5001967130650411,6.022728532781093,0.09453311155191867,0.459,0.09452328518747533,0.19668409834071854,4.855441574541974,0.10212143913046919,0.806,0.10210927109045431,1.8698230403120153,7.892564057682968,0.05520024139793797,0.256,0.055119764184688544,0.18481285880204457,4.63766087822875
2004.02.14.12.52.39,0.07695273730866807,0.393,0.0769423730023649,0.3559125944069117,5.107030805462093,0.0933075295373282,0.391,0.09328991921445694,0.14455182524820165,4.190444243233107,0.09932088247348843,0.691,0.09929786435886638,1.1799550028555732,6.957247889782368,0.05608815823452063,0.232,0.05601201779871648,0.1516883985652755,4.136345483657025
2004.02.14.13.02.39,0.07620697076106703,0.449,0.07618175124586388,0.5239826539737651,5.891849466209031,0.09366071242914167,0.479,0.09364109144215861,0.07224512306801412,5.114204105188543,0.100126226486714,0.708,0.10009586366992618,1.0595344412264955,7.071074431172598,0.054755406946198015,0.254,0.05466600843668321,0.11545571642778452,4.638811291268043
2004.02.14.13.12.39,0.07855317354645037,0.356,0.07852223161525308,0.36186418762455075,4.531962031928457,0.09369920055980667,0.496,0.09368320802665413,0.24433975127928687,5.293535025236542,0.10070267067391696,0.996,0.10069441051974508,2.8103039053738073,9.890502340549885,0.055639163839281185,0.244,0.055578635346259474,0.11920844206937664,4.385400195891087
2004.02.14.13.22.39,0.07703774503551003,0.422,0.07701287333790184,0.39812301791803595,5.477834272089376,0.09328046717636347,0.415,0.09326499721514564,0.19039797070266706,4.448948558709167,0.09792919331995376,0.847,0.09789860122701116,1.9832430802488066,8.64910627041199,0.05560989436748194,0.256,0.05551583568718761,0.05161017818774383,4.603497325643128
2004.02.14.13.32.39,0.07783553311209315,0.378,0.07779473440246498,0.43199784236532235,4.856393794536379,0.09359416918729166,0.503,0.09357967291395888,0.17611315612251577,5.374266413898549,0.09829235132056308,0.696,0.09827738617892069,1.2167694235188504,7.080917188867721,0.0556209417410048,0.276,0.05553635127433391,0.0921851860112386,4.962159779407828
2004.02.14.13.42.39,0.07702249886903989,0.383,0.0769963603635837,0.4120063063697388,4.972573022477611,0.09521213593906044,0.447,0.09519662934653993,0.3348491695045728,4.694779668487826,0.0994380553684994,0.759,0.09943298071925005,1.3937170635519545,7.632892630364539,0.055433491434837924,0.232,0.055333570328927245,0.07172286883602119,4.185195519800805
2004.02.14.13.52.39,0.07605641216906862,0.383,0.07603351053492043,0.42089091311293725,5.035735831827237,0.09236861340405354,0.457,0.0923614858887842,0.07721923856939261,4.947568044579359,0.09928447896661327,0.859,0.09927812990629496,1.8575880410759558,8.651906208712228,0.055076925518853855,0.232,0.0550014411107841,-0.013476357668053218,4.212290316034109
2004.02.14.14.02.39,0.07764319967053215,0.378,0.0776115263275724,0.4177640583898037,4.868423784748556,0.09350167006362775,0.43,0.09349947542257717,0.07744859952353966,4.598848338295836,0.09780089587715952,0.796,0.09778105855248306,1.802505984390284,8.138984749176498,0.056794154852331635,0.312,0.056702613876429005,0.23996607816536075,5.493523071365699
2004.02.14.14.12.39,0.07824552016429599,0.408,0.07823235565931852,0.462614995853301,5.214356031416267,0.0958116015328063,0.442,0.0958012207477106,0.2065439554906825,4.613220037331882,0.10195176938753932,0.728,0.10192727788363974,1.2239199108187266,7.140631343363199,0.05575110135893617,0.254,0.05566443690078729,0.11953306095825367,4.555963807148846
2004.02.14.14.22.39,0.07848323274601796,0.417,0.07846343012353114,0.3663784441404645,5.313236794787324,0.09552847405600463,0.488,0.09552310508914182,0.23144474534394455,5.1084245281035745,0.10159682977491226,0.793,0.1015781031266723,1.8673729576008418,7.8053616609582335,0.05583630423921116,0.286,0.05576217809984861,0.19448821891626933,5.122115510631448
2004.02.14.14.32.39,0.07779132524390574,0.371,0.07776679646355193,0.29535701365171985,4.769169297948997,0.09302180996361148,0.366,0.09300815603936893,0.03009521249948932,3.934561154455851,0.09613161195156487,0.681,0.09611179666329794,1.3632171003887281,7.084038082531231,0.05499341979458201,0.261,0.05491779497676647,0.04883279197478174,4.746022360037226
2004.02.14.14.42.39,0.07653336531121165,0.371,0.07650616999470061,0.35526277295406405,4.847558950157009,0.0939520860993617,0.542,0.09394642357354313,0.3154965285807485,5.7688979830292695,0.09747321421926321,0.688,0.09746381561125955,1.4740737652222196,7.058349368190154,0.05597544278799856,0.234,0.05588072384517212,0.047708213706921576,4.180404626476146
2004.02.14.14.52.39,0.07771954820910969,0.415,0.07768720809548504,0.4379526468945034,5.339711945872542,0.09406905214928885,0.645,0.09405917942711618,0.23575528905634968,6.856665239662204,0.10009319046440547,0.752,0.10008366232954484,1.4685276851824627,7.512998601712288,0.05564971448854208,0.259,0.055562752568859404,0.14875813268688454,4.654111928163197
2004.02.14.15.02.39,0.07693467481866109,0.359,0.07691784505126516,0.4162375296755685,4.666296450153082,0.09297426664304753,0.449,0.09296060071248616,0.12535924673889332,4.829293268037576,0.10048858523095422,0.984,0.10047698331395748,2.2700292901630554,9.792156967266083,0.0542217024592379,0.256,0.054140473253861565,0.1177891205602184,4.721356733356951
2004.02.14.15.12.39,0.07840756556538804,0.437,0.07839013968553366,0.44322064491886604,5.573441757167726,0.09402400219242558,0.498,0.09402002284461237,0.16553540467417882,5.296519913934466,0.0990275177290541,0.908,0.09902124266974334,1.7521061147166925,9.169168538429375,0.05512873738393503,0.251,0.05505432795349082,0.1109721360254059,4.552979297384444
2004.02.14.15.22.39,0.0763741992465183,0.366,0.0763364701162209,0.3836154471369735,4.792194269934489,0.09303714054873127,0.454,0.09303173623732781,0.17387187986687858,4.8797716408986425,0.09999643450674878,0.688,0.09999524284105434,1.2708930277381132,6.880245314682362,0.05508072112675859,0.247,0.05498663372537686,0.17734375589246643,4.484327636734693
2004.02.14.15.32.39,0.07685433411249491,0.398,0.07683881242635782,0.3601853709222538,5.178627914691587,0.09324944966744442,0.398,0.09323570694754736,0.09101130507436572,4.268121703874797,0.09896118858271219,0.713,0.09894062267480604,1.240576687746258,7.204844749859401,0.055109527838602915,0.278,0.054978508365569584,0.12448402943027226,5.044499760806653
2004.02.14.15.42.39,0.07689268883127397,0.393,0.07685214338209798,0.47939329223455873,5.1110190835225175,0.09353494213603077,0.403,0.09352502583520304,0.1707307742820956,4.308550267919176,0.09737962119971508,0.649,0.0973693083296268,1.209102557732649,6.664638781752613,0.054581005238200773,0.247,0.0544728790758769,0.1651126514001242,4.525383856930631
2004.02.14.15.52.39,0.07817967180785793,0.432,0.0781571268733189,0.4221871397231123,5.525733096727827,0.09376528833675606,0.403,0.09375704558684447,0.138667831725527,4.297965773353504,0.10062035509465767,0.876,0.10060715511194647,1.9937401786255649,8.705991935487717,0.055167844478945564,0.244,0.05509673036765539,0.07800500551398093,4.42286629656377
2004.02.14.16.02.39,0.07825966082036613,0.417,0.07823940688992626,0.47184744365062325,5.32841563110226,0.09275002553276267,0.62,0.09274608704488715,0.3442081953838416,6.684634278413148,0.10017413671210561,0.854,0.10015470697907691,1.4256163193997073,8.525154576119226,0.05576256733701942,0.293,0.05568274599907213,0.21371636594788024,5.2544209133908435
2004.02.14.16.12.39,0.07600318789572251,0.4,0.07595500572941398,0.30438619570478,5.262937135594969,0.09480286933001092,0.405,0.094779324461612,0.08145254380256617,4.272022596596585,0.09849183569828897,0.894,0.09848131065940681,1.6326280894737595,9.076894482285812,0.05570820541348128,0.251,0.05565541893243797,0.0863038208641469,4.505619919669114
2004.02.14.16.22.39,0.0775694166814272,0.374,0.07754249215087118,0.272213678600965,4.821487849212466,0.09316901539507381,0.479,0.09315838002351787,0.1584298237395294,5.141194183161095,0.09869457033135422,0.735,0.0986867546685265,1.2840368974672849,7.447218195816982,0.055348389221847503,0.237,0.05526598125880981,0.04157872634764059,4.281967430886854
2004.02.14.16.32.39,0.07732922906617361,0.383,0.07731367956811237,0.2258166101647494,4.952849066583246,0.09449010442360817,0.481,0.09447380796639568,0.13928144926125752,5.090480140053937,0.09951710603977212,0.669,0.09950128566639761,1.2566001608837256,6.722462364737912,0.0551282701694421,0.215,0.055028290165116775,0.0071648457953581435,3.89999539871606
2004.02.14.16.42.39,0.07651370160437361,0.391,0.07650491219623722,0.4724327312404091,5.110195844683196,0.09366903717552895,0.493,0.09366414847760232,0.22256684270929084,5.263211994761448,0.10016448679079078,0.676,0.10014881190991588,1.4408864971169741,6.748898952698993,0.054981322734264725,0.242,0.05490876680095529,0.04191933600093645,4.401494688835196
2004.02.14.16.52.39,0.07876241407609184,0.461,0.07872387918744815,0.6552318596666904,5.853045585355357,0.09440549977978972,0.457,0.09439098288618569,0.1361397014735557,4.840819666926167,0.09833053116593543,0.762,0.09832672782444771,1.4328607222122987,7.749373373302585,0.05546879357392655,0.281,0.05538864350235017,0.14849126447783867,5.065911513389861
2004.02.14.17.02.39,0.07563445673052643,0.378,0.07562268242617197,0.2940289000270888,4.997722153895466,0.09300484829642283,0.466,0.0929967914212251,0.19273191925351485,5.010491480129896,0.10113602429478949,0.559,0.10109471774239237,1.0374098413020603,5.527209556612951,0.055857034478937834,0.234,0.055793169222885484,0.02519450293423775,4.18926644034844
2004.02.14.17.12.39,0.07764984159926294,0.354,0.07763246535492531,0.3089038176237886,4.5589275226977435,0.09466159015350747,0.486,0.09465441756963607,0.1336968484790364,5.134078132554932,0.10082460646851665,0.874,0.1008202168549101,1.6300737114199393,8.668518832978673,0.05537449606500383,0.315,0.0553187000043638,0.1315661834616635,5.688539352669199
2004.02.14.17.22.39,0.07831222347566902,0.422,0.07829359630142582,0.4207031177532925,5.38868622637323,0.09477106615665327,0.437,0.09475550951230885,0.2065572312064381,4.611111995697655,0.09796424680639233,0.64,0.09793574628417229,0.8497986717808281,6.532995667948512,0.05511504702169023,0.242,0.05501624403425538,0.13370324175673387,4.390815450175742
2004.02.14.17.32.39,0.077487861007487,0.4,0.07746422337313505,0.4261150547702037,5.162098873284828,0.09346977807859876,0.4,0.09346104433896216,0.12252240774371392,4.279458111729332,0.09918001532291233,0.637,0.0991614448830605,1.3697089091011643,6.42266486777646,0.05564763014032471,0.283,0.05556754407609237,0.2111620524297022,5.085571466140942
2004.02.14.17.42.39,0.0766385636190668,0.403,0.07661337986162324,0.41426243038844524,5.258449284137395,0.09390700316877662,0.481,0.09389270897518928,0.19458997773950415,5.1220887023251205,0.10018190754626992,0.891,0.10016335782875518,1.717192648686849,8.893821467598665,0.05521591452468098,0.251,0.055117881768042276,0.09558137228536712,4.5457908677362475
2004.02.14.17.52.39,0.07512177873709461,0.374,0.07509976364459305,0.4322386192221237,4.978582859557895,0.09308109047651342,0.398,0.09306218708914744,0.03164492264922014,4.275841612539176,0.09777917738095815,0.671,0.09777516860351258,1.2421244437510177,6.86240177073399,0.05600026811808025,0.242,0.05592134241155845,0.12281832971891049,4.321407881293123
2004.02.14.18.02.39,0.0750074140215694,0.354,0.07497681350459252,0.264094651949371,4.719533457028694,0.0929709555935851,0.449,0.09295741365075441,0.0920772351676713,4.829465257545234,0.09701658026184558,0.623,0.09700300368052057,1.1020831755666824,6.42158276779636,0.05495747557060595,0.342,0.05487023930712308,0.2126442803421611,6.222993258862839
2004.02.14.18.12.39,0.07638231571703541,0.361,0.07636214150477091,0.332808431759835,4.7262248677737695,0.09299380282191524,0.564,0.09297894617098394,0.13254591277048222,6.0649202730215235,0.09976712215008196,0.535,0.09975298064708052,1.1515521697907039,5.362488046865653,0.05419564979803499,0.269,0.05413575890638412,0.059373891031528014,4.963498011417022
2004.02.14.18.22.39,0.07788027921511965,0.364,0.07784844449350466,0.3784283215736437,4.6738404595926655,0.09394573888936501,0.481,0.09392663614134002,0.2543285394948378,5.1199767619737235,0.09845449258096352,0.559,0.09844018999300824,1.1773181921077915,5.677750048229739,0.05532732278435651,0.239,0.05526250752893451,0.09893103916214274,4.319746338197588
2004.02.14.18.32.39,0.07527439096762507,0.398,0.07525292848292366,0.43813676578415883,5.2873227519193975,0.09374748564336606,0.442,0.0937419548979196,0.09888012179749062,4.714793116494401,0.09880805379188796,0.857,0.09879417726851798,1.623426389869283,8.673382048441468,0.055690793691175966,0.254,0.055605442938124076,0.07761380331189915,4.560897469131339
2004.02.14.18.42.39,0.07918299858950152,0.378,0.07915147318116726,0.41325990616012565,4.773752026740209,0.09538764839745696,0.5,0.09537845418920879,0.25400609705521715,5.241768807598889,0.1011358413147263,0.898,0.1011342519540096,1.7717557477553907,8.879146980203576,0.055765557141314835,0.261,0.055676315310493864,0.11319339951364293,4.680308301028949
