Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_Index,Wear_Intensity,Thermal_Stress_Index,Failure Probability,Equipment Health Risk Index,Risk Level
299.2,310.3,1440,47.0,21,67680.0,987.0,14584.1,0.002469064698522657,0.2469064698522657,Healthy
297.9,308.6,2262,15.7,125,35513.4,1962.5,4845.02,0.002469064698522657,0.2469064698522657,Healthy
299.1,310.1,1416,41.2,185,58339.200000000004,7622.000000000001,12776.120000000003,0.002469064698522657,0.2469064698522657,Healthy
297.6,308.7,1365,50.6,143,69069.0,7235.8,15620.22,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.6,1680,32.8,200,55103.99999999999,6559.999999999999,10122.08,0.002469064698522657,0.2469064698522657,Healthy
297.5,308.9,1436,44.8,2,64332.799999999996,89.6,13838.719999999998,0.002469064698522657,0.2469064698522657,Healthy
297.2,308.4,1378,41.9,97,57738.2,4064.2999999999997,12921.96,0.002469064698522657,0.2469064698522657,Healthy
298.3,309.6,1527,30.9,189,47184.299999999996,5840.099999999999,9566.64,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.0,1383,46.2,188,63894.600000000006,8685.6,14229.6,0.002469064698522657,0.2469064698522657,Healthy
298.4,308.8,1352,56.7,24,76658.40000000001,1360.8000000000002,17508.960000000003,0.002469064698522657,0.2469064698522657,Healthy
298.4,309.2,1651,28.5,141,47053.5,4018.5,8812.199999999999,0.002469064698522657,0.2469064698522657,Healthy
298.7,308.5,1572,35.6,202,55963.200000000004,7191.200000000001,10982.6,0.002469064698522657,0.2469064698522657,Healthy
298.7,308.4,1432,42.8,197,61289.6,8431.599999999999,13199.519999999999,0.002469064698522657,0.2469064698522657,Healthy
300.8,312.0,1416,46.5,7,65844.0,325.5,14508.0,0.002469064698522657,0.2469064698522657,Healthy
297.5,308.5,1340,57.4,143,76916.0,8208.199999999999,17707.899999999998,0.002469064698522657,0.2469064698522657,Healthy
298.7,309.5,1394,46.0,113,64124.0,5198.0,14237.0,0.002469064698522657,0.2469064698522657,Healthy
298.9,310.6,1387,52.7,2,73094.90000000001,105.4,16368.620000000003,0.002469064698522657,0.2469064698522657,Healthy
298.6,308.4,1559,36.6,188,57059.4,6880.8,11287.44,0.002469064698522657,0.2469064698522657,Healthy
299.9,311.3,1389,50.0,55,69450.0,2750.0,15565.0,0.002469064698522657,0.2469064698522657,Healthy
300.5,311.9,1403,45.7,54,64117.100000000006,2467.8,14253.83,0.002469064698522657,0.2469064698522657,Healthy
298.5,308.7,1347,48.5,33,65329.5,1600.5,14971.949999999999,0.002469064698522657,0.2469064698522657,Healthy
299.1,310.4,1524,51.4,66,78333.59999999999,3392.4,15954.559999999998,0.002469064698522657,0.2469064698522657,Healthy
300.6,311.9,1413,41.3,43,58356.899999999994,1775.8999999999999,12881.469999999998,0.002469064698522657,0.2469064698522657,Healthy
299.3,310.8,1391,46.9,21,65237.9,984.9,14576.52,0.002469064698522657,0.2469064698522657,Healthy
298.4,309.4,1385,50.0,201,69250.0,10050.0,15469.999999999998,0.002469064698522657,0.2469064698522657,Healthy
299.0,310.6,1787,22.2,192,39671.4,4262.4,6895.320000000001,0.002469064698522657,0.2469064698522657,Healthy
297.1,307.8,1477,36.6,177,54058.200000000004,6478.2,11265.480000000001,0.002469064698522657,0.2469064698522657,Healthy
298.7,309.6,1382,48.1,186,66474.2,8946.6,14891.760000000002,0.002469064698522657,0.2469064698522657,Healthy
297.5,308.6,1347,57.0,132,76779.0,7524.0,17590.2,0.002469064698522657,0.2469064698522657,Healthy
300.7,311.8,1486,47.3,19,70287.8,898.6999999999999,14748.14,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.4,1378,39.9,63,54982.2,2513.7,12305.159999999998,0.002469064698522657,0.2469064698522657,Healthy
297.5,308.5,1373,39.9,110,54782.7,4389.0,12309.15,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.3,1550,47.8,18,74090.0,860.4,14736.74,0.002469064698522657,0.2469064698522657,Healthy
299.0,309.8,2240,15.9,144,35616.0,2289.6,4925.820000000001,0.002469064698522657,0.2469064698522657,Healthy
300.8,311.9,1486,45.1,30,67018.6,1353.0,14066.689999999999,0.002469064698522657,0.2469064698522657,Healthy
297.3,308.2,1446,53.5,7,77361.0,374.5,16488.7,0.002469064698522657,0.2469064698522657,Healthy
300.2,311.7,1493,48.3,167,72111.9,8066.099999999999,15055.109999999999,0.002469064698522657,0.2469064698522657,Healthy
297.5,308.4,1369,54.8,145,75021.2,7946.0,16900.319999999996,0.002469064698522657,0.2469064698522657,Healthy
298.8,309.7,1448,44.8,31,64870.399999999994,1388.8,13874.56,0.002469064698522657,0.2469064698522657,Healthy
298.8,309.5,1374,48.1,159,66089.40000000001,7647.900000000001,14886.95,0.002469064698522657,0.2469064698522657,Healthy
300.4,312.0,1366,43.0,117,58738.0,5031.0,13416.0,0.002469064698522657,0.2469064698522657,Healthy
298.9,309.8,1363,50.6,115,68967.8,5819.0,15675.880000000001,0.002469064698522657,0.2469064698522657,Healthy
297.1,307.9,1365,54.0,174,73710.0,9396.0,16626.6,0.002469064698522657,0.2469064698522657,Healthy
298.7,310.1,1506,50.7,53,76354.2,2687.1000000000004,15722.070000000002,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.0,1440,42.4,190,61056.0,8056.0,13059.199999999999,0.002469064698522657,0.2469064698522657,Healthy
298.4,309.5,1344,45.3,122,60883.2,5526.599999999999,14020.349999999999,0.002469064698522657,0.2469064698522657,Healthy
297.1,308.2,1399,42.6,194,59597.4,8264.4,13129.32,0.002469064698522657,0.2469064698522657,Healthy
298.8,310.1,1380,44.0,56,60720.0,2464.0,13644.400000000001,0.002469064698522657,0.2469064698522657,Healthy
299.0,309.9,1411,44.7,94,63071.700000000004,4201.8,13852.53,0.002469064698522657,0.2469064698522657,Healthy
300.5,312.0,1375,43.2,108,59400.00000000001,4665.6,13478.400000000001,0.002469064698522657,0.2469064698522657,Healthy
299.8,311.1,2144,17.7,190,37948.799999999996,3363.0,5506.47,0.002469064698522657,0.2469064698522657,Healthy
299.1,310.1,1412,44.4,24,62692.799999999996,1065.6,13768.44,0.002469064698522657,0.2469064698522657,Healthy
297.4,308.3,1366,45.5,11,62153.0,500.5,14027.65,0.002469064698522657,0.2469064698522657,Healthy
298.8,309.9,1441,41.6,62,59945.6,2579.2000000000003,12891.84,0.002469064698522657,0.2469064698522657,Healthy
298.5,308.7,1367,47.3,47,64659.1,2223.1,14601.509999999998,0.002469064698522657,0.2469064698522657,Healthy
298.9,309.9,1404,39.8,62,55879.2,2467.6,12334.019999999999,0.002469064698522657,0.2469064698522657,Healthy
299.7,311.0,1448,49.8,80,72110.4,3984.0,15487.8,0.002469064698522657,0.2469064698522657,Healthy
298.8,309.8,1334,49.3,42,65766.2,2070.6,15273.14,0.002469064698522657,0.2469064698522657,Healthy
298.5,309.0,1921,22.0,196,42262.0,4312.0,6798.0,0.0024624742270452733,0.24624742270452732,Healthy
298.3,308.3,1432,46.9,65,67160.8,3048.5,14459.27,0.001985972911083043,0.19859729110830432,Healthy
298.0,309.0,1439,38.5,34,55401.5,1309.0,11896.5,0.001985972911083043,0.19859729110830432,Healthy
298.5,308.6,1384,54.4,44,75289.59999999999,2393.6,16787.84,0.001985972911083043,0.19859729110830432,Healthy
299.1,310.3,1411,42.1,74,59403.1,3115.4,13063.630000000001,0.001985972911083043,0.19859729110830432,Healthy
297.9,308.4,1637,34.5,191,56476.5,6589.5,10639.8,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.7,1492,43.6,189,65051.200000000004,8240.4,13459.32,0.001985972911083043,0.19859729110830432,Healthy
297.7,308.1,1469,48.8,183,71687.2,8930.4,15035.28,0.001985972911083043,0.19859729110830432,Healthy
298.6,309.6,1397,54.1,47,75577.7,2542.7000000000003,16749.36,0.001985972911083043,0.19859729110830432,Healthy
300.4,311.9,1476,48.7,189,71881.2,9204.300000000001,15189.53,0.001985972911083043,0.19859729110830432,Healthy
300.2,311.4,1463,37.5,145,54862.5,5437.5,11677.5,0.001985972911083043,0.19859729110830432,Healthy
299.2,310.8,1761,30.4,180,53534.399999999994,5472.0,9448.32,0.001985972911083043,0.19859729110830432,Healthy
300.3,311.9,1692,31.5,187,53298.0,5890.5,9824.849999999999,0.001985972911083043,0.19859729110830432,Healthy
300.1,311.4,1910,23.0,153,43930.0,3519.0,7162.2,0.001985972911083043,0.19859729110830432,Healthy
297.3,307.9,1417,41.8,186,59230.6,7774.799999999999,12870.219999999998,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.8,1564,38.0,191,59432.0,7258.0,11734.4,0.001985972911083043,0.19859729110830432,Healthy
299.1,310.4,1405,53.6,86,75308.0,4609.6,16637.44,0.001985972911083043,0.19859729110830432,Healthy
298.9,310.6,1720,25.3,197,43516.0,4984.1,7858.180000000001,0.001985972911083043,0.19859729110830432,Healthy
297.4,308.8,1324,53.5,169,70834.0,9041.5,16520.8,0.001985972911083043,0.19859729110830432,Healthy
298.8,310.0,1537,39.9,190,61326.299999999996,7581.0,12369.0,0.001985972911083043,0.19859729110830432,Healthy
297.2,308.4,2182,17.3,119,37748.6,2058.7000000000003,5335.32,0.001985972911083043,0.19859729110830432,Healthy
298.3,309.1,1403,45.1,138,63275.3,6223.8,13940.410000000002,0.001985972911083043,0.19859729110830432,Healthy
297.9,308.8,1538,37.6,54,57828.8,2030.4,11610.880000000001,0.001985972911083043,0.19859729110830432,Healthy
298.1,308.5,1382,54.5,17,75319.0,926.5,16813.25,0.001985972911083043,0.19859729110830432,Healthy
297.7,309.0,1433,41.8,16,59899.399999999994,668.8,12916.199999999999,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.2,1396,44.8,178,62540.799999999996,7974.4,13852.159999999998,0.001985972911083043,0.19859729110830432,Healthy
298.8,309.3,1357,47.1,176,63914.700000000004,8289.6,14568.03,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.1,1362,46.1,37,62788.200000000004,1705.7,14249.510000000002,0.001985972911083043,0.19859729110830432,Healthy
298.8,309.4,1387,54.1,171,75036.7,9251.1,16738.54,0.001985972911083043,0.19859729110830432,Healthy
299.7,311.1,1554,41.0,192,63714.0,7872.0,12755.1,0.001985972911083043,0.19859729110830432,Healthy
297.4,307.9,1390,47.7,156,66303.0,7441.200000000001,14686.83,0.001985972911083043,0.19859729110830432,Healthy
299.7,311.1,1649,32.7,185,53922.3,6049.500000000001,10172.970000000001,0.001985972911083043,0.19859729110830432,Healthy
298.9,309.8,1411,56.3,84,79439.3,4729.2,17441.739999999998,0.001985972911083043,0.19859729110830432,Healthy
298.0,308.8,1411,53.8,73,75911.8,3927.3999999999996,16613.44,0.001985972911083043,0.19859729110830432,Healthy
298.1,308.9,2136,15.9,78,33962.4,1240.2,4911.509999999999,0.001985972911083043,0.19859729110830432,Healthy
298.0,309.2,1731,28.7,38,49679.7,1090.6,8874.039999999999,0.001985972911083043,0.19859729110830432,Healthy
298.1,308.9,1388,53.5,83,74258.0,4440.5,16526.149999999998,0.001985972911083043,0.19859729110830432,Healthy
298.8,309.7,1461,55.1,118,80501.1,6501.8,17064.47,0.001985972911083043,0.19859729110830432,Healthy
299.2,310.7,1636,29.4,23,48098.399999999994,676.1999999999999,9134.58,0.001985972911083043,0.19859729110830432,Healthy
297.5,308.8,1471,52.3,152,76933.3,7949.599999999999,16150.24,0.001985972911083043,0.19859729110830432,Healthy
298.3,309.2,1383,52.1,26,72054.3,1354.6000000000001,16109.32,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.2,1423,48.9,187,69584.7,9144.3,15119.88,0.001985972911083043,0.19859729110830432,Healthy
298.5,308.8,1589,30.6,11,48623.4,336.6,9449.28,0.001985972911083043,0.19859729110830432,Healthy
297.3,307.9,1461,37.5,161,54787.5,6037.5,11546.25,0.001985972911083043,0.19859729110830432,Healthy
298.3,309.1,1387,52.3,160,72540.09999999999,8368.0,16165.93,0.001985972911083043,0.19859729110830432,Healthy
297.3,307.8,1385,44.4,169,61494.0,7503.599999999999,13666.32,0.001985972911083043,0.19859729110830432,Healthy
298.6,309.4,1407,45.1,176,63455.700000000004,7937.6,13953.939999999999,0.001985972911083043,0.19859729110830432,Healthy
299.6,310.9,1716,28.5,117,48906.0,3334.5,8860.65,0.001985972911083043,0.19859729110830432,Healthy
297.7,308.9,1530,39.1,108,59823.0,4222.8,12077.99,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.3,1504,39.3,192,59107.2,7545.599999999999,12155.49,0.001985972911083043,0.19859729110830432,Healthy
296.8,307.4,1549,48.3,105,74816.7,5071.5,14847.419999999998,0.001985972911083043,0.19859729110830432,Healthy
299.2,310.6,1443,50.9,85,73448.7,4326.5,15809.54,0.001985972911083043,0.19859729110830432,Healthy
298.9,309.6,1472,46.0,199,67712.0,9154.0,14241.6,0.001985972911083043,0.19859729110830432,Healthy
297.6,308.4,1460,40.3,195,58837.99999999999,7858.499999999999,12428.519999999999,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.3,1390,53.6,5,74504.0,268.0,16578.48,0.001985972911083043,0.19859729110830432,Healthy
300.0,311.2,1393,43.1,45,60038.3,1939.5,13412.72,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.2,1437,45.7,195,65670.90000000001,8911.5,14130.44,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.5,1456,54.2,179,78915.2,9701.800000000001,16720.7,0.001985972911083043,0.19859729110830432,Healthy
299.7,311.0,1435,50.1,168,71893.5,8416.800000000001,15581.1,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.6,1424,50.4,32,71769.59999999999,1612.8,15603.84,0.001985972911083043,0.19859729110830432,Healthy
298.6,309.6,1390,50.3,196,69917.0,9858.8,15572.880000000001,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.6,1385,55.2,156,76452.0,8611.2,17034.72,0.001985972911083043,0.19859729110830432,Healthy
298.9,310.1,1580,37.3,100,58933.99999999999,3729.9999999999995,11566.73,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.5,1397,50.3,110,70269.09999999999,5533.0,15567.849999999999,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.6,1502,46.7,198,70143.40000000001,9246.6,14458.320000000002,0.001985972911083043,0.19859729110830432,Healthy
298.5,309.4,1418,45.1,148,63951.8,6674.8,13953.939999999999,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.4,1392,50.1,117,69739.2,5861.7,15500.939999999999,0.001985972911083043,0.19859729110830432,Healthy
298.6,309.6,1491,36.9,192,55017.9,7084.799999999999,11424.24,0.001985972911083043,0.19859729110830432,Healthy
301.0,312.0,1518,39.3,196,59657.399999999994,7702.799999999999,12261.599999999999,0.001985972911083043,0.19859729110830432,Healthy
297.7,308.8,1896,24.5,186,46452.0,4557.0,7565.6,0.001985972911083043,0.19859729110830432,Healthy
297.5,308.4,1685,28.1,15,47348.5,421.5,8666.039999999999,0.001985972911083043,0.19859729110830432,Healthy
298.7,309.5,1487,33.6,183,49963.200000000004,6148.8,10399.2,0.001985972911083043,0.19859729110830432,Healthy
299.1,310.3,1727,28.7,43,49564.9,1234.1,8905.61,0.001985972911083043,0.19859729110830432,Healthy
298.8,309.8,1557,37.2,139,57920.4,5170.8,11524.560000000001,0.001985972911083043,0.19859729110830432,Healthy
298.6,308.3,1422,40.4,179,57448.799999999996,7231.599999999999,12455.32,0.001985972911083043,0.19859729110830432,Healthy
297.6,308.6,1390,53.4,175,74226.0,9345.0,16479.24,0.001985972911083043,0.19859729110830432,Healthy
298.2,308.7,1605,29.4,47,47187.0,1381.8,9075.779999999999,0.001985972911083043,0.19859729110830432,Healthy
297.5,308.7,1352,53.0,171,71656.0,9063.0,16361.099999999999,0.001985972911083043,0.19859729110830432,Healthy
300.9,312.0,2129,17.8,173,37896.200000000004,3079.4,5553.6,0.001985972911083043,0.19859729110830432,Healthy
299.1,310.0,1431,49.5,205,70834.5,10147.5,15345.0,0.001985972911083043,0.19859729110830432,Healthy
299.0,310.3,1431,39.9,157,57096.9,6264.3,12380.97,0.001985972911083043,0.19859729110830432,Healthy
297.1,308.2,1529,37.9,183,57949.1,6935.7,11680.779999999999,0.001985972911083043,0.19859729110830432,Healthy
298.8,308.4,1604,29.5,14,47318.0,413.0,9097.8,0.001985972911083043,0.19859729110830432,Healthy
299.4,310.4,1582,31.7,181,50149.4,5737.7,9839.679999999998,0.001985972911083043,0.19859729110830432,Healthy
297.0,308.1,1363,45.3,196,61743.899999999994,8878.8,13956.93,0.001985972911083043,0.19859729110830432,Healthy
300.8,311.8,1427,43.3,180,61789.1,7793.999999999999,13500.94,0.001985972911083043,0.19859729110830432,Healthy
300.9,312.0,1447,41.4,193,59905.799999999996,7990.2,12916.8,0.001985972911083043,0.19859729110830432,Healthy
298.2,308.9,1414,44.3,68,62640.2,3012.3999999999996,13684.269999999999,0.001985972911083043,0.19859729110830432,Healthy
297.4,308.5,1486,48.6,75,72219.6,3645.0,14993.1,0.001985972911083043,0.19859729110830432,Healthy
297.5,308.5,1462,52.3,148,76462.59999999999,7740.4,16134.55,0.001985972911083043,0.19859729110830432,Healthy
298.9,310.0,1693,28.8,56,48758.4,1612.8,8928.0,0.001985972911083043,0.19859729110830432,Healthy
300.9,312.0,1402,50.7,185,71081.40000000001,9379.5,15818.400000000001,0.001985972911083043,0.19859729110830432,Healthy
299.1,310.2,1425,52.7,154,75097.5,8115.8,16347.54,0.001985972911083043,0.19859729110830432,Healthy
299.0,310.1,1444,47.7,161,68878.8,7679.700000000001,14791.770000000002,0.001985972911083043,0.19859729110830432,Healthy
297.6,308.8,1385,44.4,181,61494.0,8036.4,13710.72,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.2,1335,53.5,168,71422.5,8988.0,16542.2,0.001985972911083043,0.19859729110830432,Healthy
298.3,308.9,1270,52.7,44,66929.0,2318.8,16279.029999999999,0.001985972911083043,0.19859729110830432,Healthy
298.4,308.1,1491,50.0,156,74550.0,7800.0,15405.000000000002,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.6,1358,47.6,110,64640.8,5236.0,14689.360000000002,0.001985972911083043,0.19859729110830432,Healthy
298.8,309.7,1453,47.7,101,69308.1,4817.700000000001,14772.69,0.001985972911083043,0.19859729110830432,Healthy
298.2,308.7,1436,49.1,26,70507.6,1276.6000000000001,15157.17,0.001985972911083043,0.19859729110830432,Healthy
299.8,311.1,1412,42.5,181,60010.0,7692.5,13221.750000000002,0.001985972911083043,0.19859729110830432,Healthy
299.8,311.1,1603,35.1,179,56265.3,6282.900000000001,10919.61,0.001985972911083043,0.19859729110830432,Healthy
298.2,309.0,1508,40.5,192,61074.0,7776.0,12514.5,0.001985972911083043,0.19859729110830432,Healthy
300.6,311.9,1604,30.5,45,48922.0,1372.5,9512.949999999999,0.001985972911083043,0.19859729110830432,Healthy
297.2,307.9,1441,40.0,195,57640.0,7800.0,12316.0,0.001985972911083043,0.19859729110830432,Healthy
298.1,308.7,1581,47.4,51,74939.4,2417.4,14632.38,0.001985972911083043,0.19859729110830432,Healthy
300.5,312.0,1646,29.5,106,48557.0,3127.0,9204.0,0.001985972911083043,0.19859729110830432,Healthy
299.6,310.8,1400,40.8,118,57119.99999999999,4814.4,12680.64,0.001985972911083043,0.19859729110830432,Healthy
299.6,310.9,1853,26.3,166,48733.9,4365.8,8176.67,0.001985972911083043,0.19859729110830432,Healthy
297.8,309.0,1340,56.9,6,76246.0,341.4,17582.1,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.3,2188,17.0,32,37196.0,544.0,5241.1,0.001985972911083043,0.19859729110830432,Healthy
297.4,308.7,1349,48.9,120,65966.09999999999,5868.0,15095.429999999998,0.001985972911083043,0.19859729110830432,Healthy
298.0,308.7,1392,53.4,104,74332.8,5553.599999999999,16484.579999999998,0.001985972911083043,0.19859729110830432,Healthy
298.5,309.1,1474,41.3,189,60876.2,7805.7,12765.83,0.001985972911083043,0.19859729110830432,Healthy
298.2,309.5,1478,36.5,182,53947.0,6643.0,11296.75,0.001985972911083043,0.19859729110830432,Healthy
298.4,309.0,1507,36.1,191,54402.700000000004,6895.1,11154.9,0.001985972911083043,0.19859729110830432,Healthy
299.7,310.9,1491,40.1,195,59789.1,7819.5,12467.09,0.001985972911083043,0.19859729110830432,Healthy
298.4,308.9,1496,37.9,194,56698.4,7352.599999999999,11707.31,0.001985972911083043,0.19859729110830432,Healthy
298.8,310.1,1481,47.4,187,70199.4,8863.8,14698.74,0.001985972911083043,0.19859729110830432,Healthy
297.3,308.5,1384,39.6,144,54806.4,5702.400000000001,12216.6,0.001985972911083043,0.19859729110830432,Healthy
298.9,310.1,1441,41.2,189,59369.200000000004,7786.8,12776.120000000003,0.001985972911083043,0.19859729110830432,Healthy
298.3,309.6,1420,44.1,197,62622.0,8687.7,13653.36,0.001985972911083043,0.19859729110830432,Healthy
298.8,310.1,1483,45.4,192,67328.2,8716.8,14078.54,0.001985972911083043,0.19859729110830432,Healthy
300.2,311.6,1533,46.4,24,71131.2,1113.6,14458.24,0.001881693186041012,0.18816931860410122,Healthy
299.0,308.7,1408,48.5,25,68288.0,1212.5,14971.949999999999,0.001881693186041012,0.18816931860410122,Healthy
297.7,308.4,1288,49.5,91,63756.0,4504.5,15265.8,0.001881693186041012,0.18816931860410122,Healthy
300.1,311.5,1422,46.2,134,65696.40000000001,6190.8,14391.300000000001,0.001881693186041012,0.18816931860410122,Healthy
297.9,309.0,1290,49.8,43,64241.99999999999,2141.4,15388.199999999999,0.001881693186041012,0.18816931860410122,Healthy
298.8,308.4,1401,47.3,10,66267.3,473.0,14587.319999999998,0.001881693186041012,0.18816931860410122,Healthy
297.4,308.5,1412,45.5,49,64246.0,2229.5,14036.75,0.001881693186041012,0.18816931860410122,Healthy
299.6,310.8,1498,46.9,116,70256.2,5440.4,14576.52,0.001881693186041012,0.18816931860410122,Healthy
298.1,308.9,1323,51.7,88,68399.1,4549.6,15970.13,0.001881693186041012,0.18816931860410122,Healthy
300.7,312.0,1401,51.1,50,71591.1,2555.0,15943.2,0.001881693186041012,0.18816931860410122,Healthy
298.1,308.8,1378,53.5,65,73723.0,3477.5,16520.8,0.001881693186041012,0.18816931860410122,Healthy
299.6,310.8,1427,50.4,98,71920.8,4939.2,15664.32,0.001881693186041012,0.18816931860410122,Healthy
297.3,308.4,1370,50.5,71,69185.0,3585.5,15574.199999999999,0.001881693186041012,0.18816931860410122,Healthy
300.2,311.4,1452,47.8,34,69405.59999999999,1625.1999999999998,14884.919999999998,0.001881693186041012,0.18816931860410122,Healthy
300.7,311.7,1460,46.1,15,67306.0,691.5,14369.37,0.001881693186041012,0.18816931860410122,Healthy
297.6,308.6,1254,45.8,31,57433.2,1419.8,14133.880000000001,0.001881693186041012,0.18816931860410122,Healthy
297.5,308.7,1456,44.7,29,65083.200000000004,1296.3000000000002,13798.890000000001,0.001881693186041012,0.18816931860410122,Healthy
298.1,308.6,1415,46.3,27,65514.49999999999,1250.1,14288.18,0.001881693186041012,0.18816931860410122,Healthy
301.0,312.0,1558,37.5,190,58425.0,7125.0,11700.0,0.001881693186041012,0.18816931860410122,Healthy
298.3,309.1,1404,47.0,15,65988.0,705.0,14527.7,0.001881693186041012,0.18816931860410122,Healthy
297.5,308.6,1327,52.1,24,69136.7,1250.4,16078.060000000001,0.001881693186041012,0.18816931860410122,Healthy
297.5,308.6,1349,51.5,21,69473.5,1081.5,15892.900000000001,0.001881693186041012,0.18816931860410122,Healthy
297.3,308.3,1341,51.9,51,69597.9,2646.9,16000.77,0.001881693186041012,0.18816931860410122,Healthy
297.2,308.3,1326,57.2,100,75847.2,5720.0,17634.760000000002,0.001881693186041012,0.18816931860410122,Healthy
299.4,310.9,1446,47.3,12,68395.8,567.5999999999999,14705.569999999998,0.001881693186041012,0.18816931860410122,Healthy
299.3,310.7,1440,45.5,146,65520.0,6643.0,14136.85,0.001881693186041012,0.18816931860410122,Healthy
298.6,309.5,1325,52.2,127,69165.0,6629.400000000001,16155.900000000001,0.001881693186041012,0.18816931860410122,Healthy
298.4,309.3,1395,47.6,24,66402.0,1142.4,14722.68,0.001881693186041012,0.18816931860410122,Healthy
298.3,309.2,1359,51.4,21,69852.59999999999,1079.3999999999999,15892.88,0.001881693186041012,0.18816931860410122,Healthy
298.4,309.3,1355,50.6,8,68563.0,404.8,15650.580000000002,0.001881693186041012,0.18816931860410122,Healthy
298.2,309.0,1353,50.3,150,68055.9,7545.0,15542.699999999999,0.001881693186041012,0.18816931860410122,Healthy
297.3,308.0,1420,46.5,73,66030.0,3394.5,14322.0,0.001881693186041012,0.18816931860410122,Healthy
299.2,310.3,1429,40.1,23,57302.9,922.3000000000001,12443.03,0.001881693186041012,0.18816931860410122,Healthy
298.9,310.6,1406,43.8,12,61582.799999999996,525.5999999999999,13604.28,0.001881693186041012,0.18816931860410122,Healthy
299.1,310.2,1456,48.4,101,70470.4,4888.4,15013.679999999998,0.001881693186041012,0.18816931860410122,Healthy
298.9,310.5,1429,39.9,19,57017.1,758.1,12388.949999999999,0.001881693186041012,0.18816931860410122,Healthy
298.7,309.6,1254,57.1,124,71603.40000000001,7080.400000000001,17678.160000000003,0.001881693186041012,0.18816931860410122,Healthy
298.7,309.7,1311,54.5,52,71449.5,2834.0,16878.649999999998,0.001881693186041012,0.18816931860410122,Healthy
297.3,308.3,1396,45.9,64,64076.4,2937.6,14150.97,0.001881693186041012,0.18816931860410122,Healthy
298.6,309.5,1547,44.8,36,69305.59999999999,1612.8,13865.599999999999,0.001881693186041012,0.18816931860410122,Healthy
297.4,308.4,1580,41.2,66,65096.00000000001,2719.2000000000003,12706.08,0.001881693186041012,0.18816931860410122,Healthy
299.1,310.5,1437,43.1,40,61934.700000000004,1724.0,13382.550000000001,0.001881693186041012,0.18816931860410122,Healthy
299.4,310.6,1418,53.1,10,75295.8,531.0,16492.86,0.001881693186041012,0.18816931860410122,Healthy
298.8,310.0,1484,44.9,80,66631.59999999999,3592.0,13919.0,0.001881693186041012,0.18816931860410122,Healthy
298.5,309.5,1370,52.4,113,71788.0,5921.2,16217.8,0.001881693186041012,0.18816931860410122,Healthy
298.9,310.0,1422,43.6,78,61999.200000000004,3400.8,13516.0,0.001881693186041012,0.18816931860410122,Healthy
298.8,309.6,1384,48.2,39,66708.8,1879.8000000000002,14922.720000000001,0.001881693186041012,0.18816931860410122,Healthy
298.7,309.7,1362,50.5,34,68781.0,1717.0,15639.849999999999,0.001881693186041012,0.18816931860410122,Healthy
298.5,310.0,1435,42.5,25,60987.5,1062.5,13175.0,0.001881693186041012,0.18816931860410122,Healthy
297.8,308.9,1282,58.1,108,74484.2,6274.8,17947.09,0.001881693186041012,0.18816931860410122,Healthy
297.3,308.7,1352,53.8,91,72737.59999999999,4895.8,16608.059999999998,0.00156538443300464,0.156538443300464,Healthy
299.7,310.8,1405,47.6,192,66878.0,9139.2,14794.080000000002,0.0013986013986013986,0.13986013986013987,Healthy
297.4,308.7,1323,51.1,130,67605.3,6643.0,15774.57,0.0013986013986013986,0.13986013986013987,Healthy
300.3,311.6,1515,44.9,69,68023.5,3098.1,13990.84,0.0013986013986013986,0.13986013986013987,Healthy
297.5,308.5,1699,30.1,40,51139.9,1204.0,9285.85,0.0013986013986013986,0.13986013986013987,Healthy
298.5,309.6,1462,45.1,115,65936.2,5186.5,13962.960000000001,0.0013986013986013986,0.13986013986013987,Healthy
298.5,309.5,1428,43.5,87,62118.0,3784.5,13463.25,0.0013986013986013986,0.13986013986013987,Healthy
298.3,309.4,1468,46.2,10,67821.6,462.0,14294.28,0.0013986013986013986,0.13986013986013987,Healthy
298.3,309.3,1401,51.9,14,72711.9,726.6,16052.67,0.0013986013986013986,0.13986013986013987,Healthy
